Image,Area µm^2,Confluency %,Perimeter µm,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-4_C3.tif,38810.1,6.121983124,16798.2,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-4_C6.tif,45648.2,7.200638753,19545.4,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-5_A3.tif,26485.1,4.177812869,12807.4,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-5_A6.tif,49930.3,7.876105807,19650.7,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-5_B3.tif,39030.3,6.156717915,18353.2,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-5_B6.tif,73049.2,11.52292753,27411.7,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-5_C3.tif,26672.8,4.207421044,13002.3,
25-75_co-cultureA2780_15and20_Day18_FITC_Tile-5_C6.tif,65589.2,10.34617214,25516.6,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-0_A3.tif,7375,1.163347313,3386.1,1.683212392
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-0_A6.tif,9205.4,1.452078285,3932.4,1.4693116
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-0_B3.tif,9416.4,1.485361849,4417.6,1.327748663
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-0_B6.tif,10353,1.633103014,5053.5,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-0_C3.tif,10261.5,1.61866962,4411.9,2.149119188
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-0_C6.tif,14110.4,2.225802837,6518.9,1.605290469
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-1_A3.tif,12205.7,1.925351633,5156,1.768224819
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-1_A6.tif,15227.7,2.402047983,6826.2,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-1_B3.tif,9112.2,1.43737673,4104.6,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-1_B6.tif,11528.6,1.818544519,5396.4,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-1_C3.tif,7726.7,1.218825177,3546.9,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-1_C6.tif,15394.7,2.428390898,6291.3,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-2_A3.tif,8771.7,1.383665576,5205.8,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-2_A6.tif,13748.1,2.168652907,6547.4,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-2_B3.tif,8033.9,1.267283522,3600.9,
25-75_co-cultureA2780_15and20_Day2_FITC_Tile-2_B6.tif,11001.8,1.735446029,4824.5,
